       d-spacing  Intensity (counts)
         1.99775    1214.0454724
         1.99815   2153.95469147
         1.99855   1278.87222623
         1.99895   795.413879577
         1.99935    1131.0143334
         1.99975   1079.11514884
         2.00015   1270.02505876
         2.00055   1630.30942467
         2.00095   1129.71087172
         2.00135   761.970956839
         2.00175   795.243862836
         2.00215   1081.78504137
         2.00255   1355.96537311
         2.00296   818.561344082
         2.00336    1980.3927861
         2.00376   2190.13677282
         2.00416   1483.29531864
         2.00456   932.321434872
         2.00496   1153.67693535
         2.00536   1572.79339073
         2.00576   1026.28402066
         2.00616   1231.83426109
         2.00656   1165.03027553
         2.00696   1197.11936125
         2.00736   1340.22937915
         2.00776   1396.56788974
         2.00816   2025.05051686
         2.00856   1547.66239757
         2.00897   1262.29874239
         2.00937   1550.30710244
         2.00977   905.257288398
         2.01018   719.233785568
         2.01058   1009.52792625
         2.01098   1204.09004765
         2.01138   1000.20849005
         2.01179   1538.91598076
         2.01219   1400.49716554
         2.01259   1861.75888206
         2.01299   2110.48078099
          2.0134   1204.96531902
          2.0138   1055.01684996
          2.0142   1655.66710682
          2.0146    1538.0847878
         2.01501   1291.86276466
         2.01541    1105.5181191
         2.01581   1135.64886383
         2.01621   1678.95310348
         2.01662   1579.80185862
         2.01702   2374.81273556
         2.01742   1982.09925043
         2.01783   1999.30872282
         2.01823   1958.33468813
         2.01863   2713.44200614
         2.01904    2836.3955948
         2.01944   3819.53314463
         2.01985   3953.44336774
         2.02025   3693.60741145
         2.02066   4560.27089953
         2.02106   4300.34678641
         2.02146   5308.82312763
         2.02187   5975.51544317
         2.02227   7363.67694958
         2.02268   6180.38561663
         2.02308   6757.72468916
         2.02349   10084.2596589
         2.02389    10533.733548
          2.0243    13893.516236
          2.0247   13848.1154691
         2.02511   15449.6731737
         2.02551   13566.2025241
         2.02592   16093.0291173
         2.02632   14070.7114621
         2.02672   17124.3380772
         2.02713   16405.9228907
         2.02753   18175.6082619
         2.02794   18779.6084783
         2.02834   18159.7400327
         2.02875   19237.5202353
         2.02916   18763.7402491
         2.02956         19558.6
         2.02997   15777.9943923
         2.03038   18136.8192572
         2.03078   19441.3514176
         2.03119   16767.6807351
          2.0316    17190.896483
           2.032   18255.1383154
         2.03241   14504.0022762
         2.03282   14277.3762567
         2.03322   12823.7960864
         2.03363   14011.5834176
         2.03404   11748.1568353
         2.03444   9686.42048383
         2.03485   9833.64238811
         2.03526   7842.99822219
         2.03566   8727.14824698
         2.03607   5674.73063985
         2.03648   3880.29838741
         2.03688   4110.93554258
         2.03729   4045.34056496
          2.0377   3500.92177112
          2.0381   3643.10614232
         2.03851   2971.98709458
         2.03892   3003.62909924
         2.03933     2973.611699
         2.03974   2274.23209069
         2.04015   2454.75208863
         2.04055   3118.83118388
         2.04096   2971.47074744
         2.04137   2284.75423791
         2.04178   1601.99219184
         2.04219   1508.45779637
          2.0426   1655.25151034
         2.04301   1736.74620175
         2.04341    1063.9647681
         2.04382    1542.8578504
         2.04423   1395.50371087
         2.04464   965.216525888
         2.04505   1572.10072993
         2.04546   1740.25988107
         2.04587    1551.7176117
         2.04627   950.192083476
         2.04668    879.97516925
         2.04709    762.74547755
          2.0475   935.161344147
         2.04791   1003.18063457
         2.04832   968.635751466
         2.04873   629.362306337
         2.04914   922.353416289
         2.04955    937.48490628
         2.04996   1205.75243357
         2.05037    630.98879983
         2.05078   556.163172527
         2.05119   1004.33926717
          2.0516    1317.7179032
         2.05201   1152.44273974
         2.05242   1184.13511973
         2.05284   1551.30201522
         2.05325    790.04260993
         2.05366   878.740973645
         2.05407   1122.35607342
         2.05448   668.474342865
         2.05489   702.137657676
          2.0553   1129.50937039
         2.05571    948.30300857
         2.05612   1368.99369304
         2.05653   2045.53438575
         2.05694    1565.6589845
         2.05735   1248.46441717
         2.05776   1518.28098588
         2.05818   1609.14548882
         2.05859   1481.45032214
           2.059   964.215316188
         2.05941   978.074829076
         2.05982   1282.24737339
         2.06024   951.665561902
         2.06065   1184.17919815
         2.06106   1579.38626215
         2.06147    1164.9799002
         2.06189   1011.81370688
          2.0623   1423.69500538
         2.06271   1261.52422168
         2.06312   1328.41636408
         2.06354   905.842901618
         2.06395   1004.45261167
         2.06436   778.418502347
         2.06477    745.21486243
         2.06519   1025.67321977
          2.0656   978.150392072
         2.06601   1065.06672846
         2.06642   849.636626273
         2.06684   1003.63401254
         2.06725   1199.04621765
         2.06766   1046.14449483
         2.06808   1332.96273768
         2.06849   1836.94273472
         2.06891   1380.96413102
         2.06932   1339.10223112
         2.06973   1181.39596112
         2.07015   942.465767113
         2.07056   1273.50095658
         2.07098   1068.37260954
         2.07139   1349.16470345
         2.07181   875.296560401
         2.07222   686.313506887
         2.07264   634.269493249
         2.07305   1059.99141388
         2.07346   1042.31596969
         2.07388   1115.87654649
         2.07429   760.346352421
         2.07471   988.080629157
         2.07512   724.611352131
         2.07554   1409.30655152
         2.07595   1435.64025569
         2.07636   1376.73890015
         2.07678   1007.34919319
         2.07719   1011.30995357
         2.07761   724.605055215
         2.07803   949.656845586
         2.07844   876.637803584
         2.07886   961.973613968
         2.07927   1154.76000496
         2.07969   1421.20772342
         2.08011   632.751936408
         2.08052   755.768494234
         2.08094   1085.06573479
         2.08136   1532.92761331
         2.08177   895.402614309
         2.08219   930.463844549
         2.08261   1545.44588302
         2.08302   917.108084969
         2.08344   1008.75970245
         2.08385   1148.56383927
         2.08427   1331.13033502
         2.08469   1237.60853338
          2.0851   1214.13992614
         2.08552    1197.7931313
         2.08594   1234.69306111
         2.08635   930.281233975
         2.08677   1278.57627116
         2.08719   1001.07116759
          2.0876   995.334676793
         2.08802   1099.65568997
         2.08844   782.782265378
         2.08886    879.50919744
         2.08928    1338.5166179
          2.0897    1278.4755205
         2.09011    1518.9043806
         2.09053   1040.04278288
         2.09095    1124.4277589
         2.09137   1322.63579487
         2.09179   1648.04783803
         2.09221   1200.22374101
         2.09262    1185.1237356
         2.09304   1153.37468336
         2.09346   1218.63592442
         2.09388   1509.34566158
          2.0943   959.215564606
         2.09472   668.656953439
         2.09513   824.751212855
         2.09555   1103.67312261
         2.09597   1138.51396077
         2.09639   707.981196049
         2.09681   701.212010972
         2.09723   1151.16446572
         2.09765   747.834379632
         2.09807   1521.47352247
         2.09849   1602.58410198
         2.09891   1304.94145992
         2.09933   1326.93658873
         2.09975   1641.25976221
