       d-spacing  Intensity (counts)
         2.03485   8190.89869158
         2.03526   7324.53463791
         2.03566   7664.20064163
         2.03607   6080.35617263
         2.03648   4254.11204218
         2.03688    4130.5128137
         2.03729   4431.54649741
          2.0377   3919.28112735
          2.0381   3199.04241277
         2.03851    2736.8700155
         2.03892    3046.2471512
         2.03933   3086.32717508
         2.03974   2068.72041133
         2.04015   2108.17134941
         2.04055   2558.61694222
         2.04096   2275.97998544
         2.04137   1603.52759573
         2.04178   1396.26398901
         2.04219   1393.36051611
          2.0426   1591.12734687
         2.04301    1389.7795662
         2.04341   1247.42067668
         2.04382   1594.20422163
         2.04423    1615.9560728
         2.04464   1129.11625366
         2.04505   1324.83049038
         2.04546   1518.79861076
         2.04587   1167.67598686
         2.04627   748.934705121
         2.04668   1090.87509596
         2.04709   1038.67307271
          2.0475   942.055979234
         2.04791   947.052372189
         2.04832   1438.23530288
         2.04873   1162.30859459
         2.04914   945.241734225
         2.04955   1038.02382391
         2.04996   1442.46146899
         2.05037   741.325186552
         2.05078   781.179384757
         2.05119   898.693417936
          2.0516   1245.70682115
         2.05201    1000.7303275
         2.05242    1113.1834461
         2.05284     1400.066732
         2.05325   1018.12696931
         2.05366   1042.58066332
         2.05407   1086.10856127
         2.05448   662.983841967
         2.05489   728.848318268
          2.0553    1277.6571209
         2.05571   1209.81666998
         2.05612   1252.20737437
         2.05653   1644.62786772
         2.05694   1411.07976603
         2.05735   1334.17806009
         2.05776   1583.56621952
         2.05818   1623.59381958
         2.05859   1161.58675897
           2.059   829.401230567
         2.05941   1144.55305126
         2.05982   1357.77281003
         2.06024   1186.24611564
         2.06065   1090.18955374
         2.06106   1372.48777201
         2.06147   1277.54824066
         2.06189   1199.67467782
          2.0623   1664.16985341
         2.06271   1458.98706894
         2.06312   1412.82991497
         2.06354   1227.98757124
         2.06395   1313.03109911
         2.06436    777.26776154
         2.06477   762.379397706
         2.06519   1007.21878292
          2.0656    796.70489959
         2.06601   934.385971646
         2.06642   859.444109919
         2.06684   1428.37962541
         2.06725   1257.54653844
         2.06766   1126.91445337
         2.06808   1111.32844952
         2.06849   1413.05574064
         2.06891   1078.96279185
         2.06932   1389.86425082
         2.06973   1167.03480326
         2.07015   962.755321477
         2.07056   1489.61467547
         2.07098   996.721921849
         2.07139   1194.87184973
         2.07181   838.385866164
         2.07222   611.423002317
         2.07264   871.795967564
         2.07305   1281.68972215
         2.07346   1117.85319835
         2.07388    901.02022886
         2.07429   950.399431231
         2.07471   1095.93601053
         2.07512   724.364065673
         2.07554   1073.53087796
         2.07595   1050.14179068
         2.07636   1276.82640504
         2.07678   934.385971646
         2.07719   1047.88353397
         2.07761   674.121886634
         2.07803    887.10775453
         2.07844   916.694949939
         2.07886   864.509057095
         2.07927   1163.57079878
         2.07969   1418.22956805
         2.08011   570.463871368
         2.08052   785.917691232
         2.08094   874.441353987
         2.08136   1259.72011051
         2.08177   885.329377376
         2.08219   935.204589701
         2.08261   1645.34567075
         2.08302   1231.49996693
         2.08344   972.933607045
         2.08385   986.729135939
         2.08427   1332.07707484
         2.08469   1211.26034123
          2.0851   1326.00800995
         2.08552   1281.55664631
         2.08594   1365.44685022
         2.08635   799.539818273
         2.08677   1227.94321262
         2.08719   1005.36378634
          2.0876   1066.52624958
         2.08802   1058.61831852
         2.08844   635.122599894
         2.08886   805.504035529
         2.08928   976.401644124
          2.0897   1148.94455403
         2.09011   1251.45327794
         2.09053    914.99319221
         2.09095   1151.68269028
         2.09137   1255.96172614
         2.09179   1524.43215471
         2.09221    1201.1949685
         2.09262   1093.94793811
         2.09304   1116.60309196
         2.09346   1163.67967902
         2.09388   1427.77070262
          2.0943   1064.54220976
         2.09472   1008.51324792
         2.09513   982.345698374
         2.09555   868.650538585
         2.09597    934.75293836
         2.09639   961.807660182
         2.09681   979.732572761
         2.09723    1190.5932598
         2.09765   692.728308825
         2.09807     1292.775343
         2.09849   1356.20816075
         2.09891   1170.27298207
         2.09933   1305.74418864
         2.09975   1533.62648557
