           d-spacing  Intensity (counts)
            0.625521                 0.0
            0.625646                 0.0
            0.625771                 0.0
            0.625896                 0.0
            0.626021                 0.0
            0.626146                 0.0
            0.626271                 0.0
            0.626396                 0.0
            0.626521                 0.0
            0.626646                 0.0
            0.626771                 0.0
            0.626897                 0.0
            0.627022                 0.0
            0.627147                 0.0
            0.627272                 0.0
            0.627397                 0.0
            0.627522                 0.0
            0.627647                 0.0
            0.627772                 0.0
            0.627897                 0.0
            0.628022                 0.0
            0.628148                 0.0
            0.628273                 0.0
            0.628398                 0.0
            0.628523                 0.0
            0.628648                 0.0
            0.628773                 0.0
            0.628898                 0.0
            0.629023                 0.0
            0.629148                 0.0
            0.629273                 0.0
            0.629398                 0.0
            0.629524                 0.0
            0.629649                 0.0
            0.629774             7182.42
            0.629899             811.719
            0.630024                 0.0
            0.630149                 0.0
            0.630274                 0.0
            0.630399                 0.0
            0.630524                 0.0
            0.630651                 0.0
            0.630778                 0.0
            0.630905                 0.0
            0.631032                 0.0
            0.631159                 0.0
            0.631287                 0.0
            0.631414                 0.0
            0.631541                 0.0
            0.631668                 0.0
            0.631795                 0.0
            0.631922                 0.0
            0.632049                 0.0
            0.632176                 0.0
            0.632303                 0.0
             0.63243                 0.0
            0.632557                 0.0
            0.632684                 0.0
            0.632811                 0.0
            0.632938                 0.0
            0.633065                 0.0
            0.633192                 0.0
            0.633319                 0.0
            0.633446                 0.0
            0.633573                 0.0
              0.6337                 0.0
            0.633827                 0.0
            0.633954                 0.0
            0.634082                 0.0
            0.634209                 0.0
            0.634336                 0.0
            0.634463                 0.0
             0.63459                 0.0
            0.634717                 0.0
            0.634844                 0.0
            0.634971                 0.0
            0.635098                 0.0
            0.635225                 0.0
            0.635352                 0.0
            0.635479                 0.0
            0.635606                 0.0
            0.635733             7160.19
             0.63586             710.962
            0.635987                 0.0
            0.636114                 0.0
            0.636241                 0.0
            0.636368                 0.0
            0.636495                 0.0
            0.636622                 0.0
             0.63675                 0.0
            0.636877                 0.0
            0.637004                 0.0
            0.637131                 0.0
            0.637258                 0.0
            0.637385                 0.0
            0.637512                 0.0
            0.637639                 0.0
            0.637766                 0.0
            0.637893                 0.0
             0.63802                 0.0
            0.638147                 0.0
            0.638274                 0.0
            0.638401                 0.0
            0.638528                 0.0
            0.638655                 0.0
            0.638782                 0.0
            0.638909                 0.0
            0.639036                 0.0
            0.639163                 0.0
             0.63929                 0.0
            0.639417                 0.0
            0.639545                 0.0
            0.639672                 0.0
            0.639799                 0.0
            0.639926                 0.0
            0.640053                 0.0
             0.64018             2313.59
            0.640307             10306.7
            0.640436             2918.55
            0.640565                 0.0
            0.640694                 0.0
            0.640823                 0.0
            0.640952                 0.0
            0.641081                 0.0
             0.64121                 0.0
            0.641339                 0.0
            0.641468                 0.0
            0.641597                 0.0
            0.641726                 0.0
            0.641855                 0.0
            0.641984                 0.0
            0.642113                 0.0
            0.642242                 0.0
            0.642371                 0.0
              0.6425                 0.0
            0.642629                 0.0
            0.642758                 0.0
            0.642887                 0.0
            0.643016                 0.0
            0.643145                 0.0
            0.643274                 0.0
            0.643403                 0.0
            0.643532                 0.0
            0.643661                 0.0
             0.64379                 0.0
            0.643919                 0.0
            0.644048                 0.0
            0.644177                 0.0
            0.644306                 0.0
            0.644435                 0.0
            0.644564                 0.0
            0.644693                 0.0
            0.644822                 0.0
            0.644951                 0.0
             0.64508              5175.6
            0.645209              2576.3
            0.645338                 0.0
            0.645467                 0.0
            0.645596                 0.0
            0.645725                 0.0
            0.645854             2257.43
            0.645983             5494.46
            0.646112                 0.0
            0.646241                 0.0
             0.64637                 0.0
            0.646499                 0.0
            0.646628                 0.0
            0.646757                 0.0
            0.646886                 0.0
            0.647015             7223.95
            0.647144             527.945
            0.647273                 0.0
            0.647402                 0.0
            0.647531                 0.0
             0.64766                 0.0
            0.647789                 0.0
            0.647918                 0.0
            0.648047                 0.0
            0.648176                 0.0
            0.648305                 0.0
            0.648434                 0.0
            0.648563             57.2882
            0.648692             3046.89
            0.648821             3602.12
             0.64895             1045.59
            0.649079                 0.0
            0.649208                 0.0
